InvoiceNo,InvoiceValue,TotalQuantity,NumItems,ValueBin
547084,94.65,39,4,£50-100
547088,304.9,130,18,£200-500
547089,160.93,99,8,£100-200
547090,203.4,98,12,£200-500
547092,226.21,133,14,£200-500
547093,300.52,341,21,£200-500
547094,922.1,390,31,£500-1K
547095,332.6,358,24,£200-500
547096,198.8,64,11,£100-200
547097,259.35,99,16,£200-500
547098,409.1,200,24,£200-500
547099,158.95000000000002,69,10,£100-200
547100,536.78,382,26,£500-1K
547101,585.0,324,4,£500-1K
547102,1005.1,631,67,>£1K
547103,527.85,299,16,£500-1K
547105,305.52,108,5,£200-500
547106,614.85,259,40,£500-1K
547107,174.16000000000003,115,8,£100-200
547108,227.92000000000002,106,21,£200-500
547114,164.34,124,22,£100-200
547122,298.11,207,16,£200-500
547134,169.73000000000002,45,15,£100-200
547154,600.0,480,1,£500-1K
547165,15.600000000000001,24,1,<£50
547171,151.45000000000002,45,7,£100-200
547192,95.8,68,6,£50-100
547195,788.9100000000001,389,32,£500-1K
547197,108.42,30,7,£100-200
547199,131.5,69,35,£100-200
547200,188.73,127,11,£100-200
547201,489.12,116,6,£200-500
547202,248.20000000000002,124,29,£200-500
547203,265.63,117,17,£200-500
547204,90.8,60,6,£50-100
547205,313.55,85,16,£200-500
547206,151.9,74,31,£100-200
547207,15.0,12,1,<£50
547209,2340.05,1593,82,>£1K
547219,431.6,595,25,£200-500
547220,154.4,88,5,£100-200
547221,200.29,125,11,£200-500
547222,175.1,20,10,£100-200
547223,500.34,563,79,£500-1K
547224,180.9,239,23,£100-200
547225,7.6499999999999995,3,1,<£50
547226,110.65,33,9,£100-200
547227,147.6,210,4,£100-200
547233,315.90000000000003,206,8,£200-500
547238,35.92,16,15,<£50
547239,8.4,2,2,<£50
547240,103.72,82,42,£100-200
547243,246.92000000000002,161,58,£200-500
547244,131.26,72,5,£100-200
547245,114.56,96,8,£100-200
547246,596.4,276,10,£500-1K
547247,440.28999999999996,310,24,£200-500
547248,1891.3899999999999,553,204,>£1K
547249,1656.3,437,175,>£1K
547250,1940.1299999999999,559,153,>£1K
547251,398.22,332,20,£200-500
547252,357.58000000000004,154,16,£200-500
547253,687.15,311,68,£500-1K
547273,448.65,148,30,£200-500
547324,317.8,108,8,£200-500
547334,346.7,70,12,£200-500
547340,362.0,100,5,£200-500
547349,313.77,259,19,£200-500
547350,657.68,664,41,£500-1K
547357,493.11,441,33,£200-500
547358,918.83,643,155,£500-1K
547359,326.8,225,68,£200-500
547360,517.55,209,21,£500-1K
547361,365.36,168,18,£200-500
547362,3221.88,4686,39,>£1K
547364,29.1,16,3,<£50
547366,215.05,135,9,£200-500
547367,200.16,79,45,£200-500
547370,200.51999999999998,90,29,£200-500
547371,314.6,124,4,£200-500
547372,156.3,52,27,£100-200
547373,450.5,350,4,£200-500
547374,284.23,143,85,£200-500
547375,512.13,320,34,£500-1K
547377,401.35,273,22,£200-500
547378,905.1,162,10,£500-1K
547380,214.28,166,46,£200-500
547381,201.39,223,24,£200-500
547382,237.07,132,58,£200-500
547385,1194.37,309,139,>£1K
547386,1504.91,369,187,>£1K
547389,292.47,172,37,£200-500
547391,70.80000000000001,24,1,£50-100
547393,14.25,15,1,<£50
547396,2162.2599999999998,472,77,>£1K
547397,500.95,112,51,£500-1K
547398,540.52,75,45,£500-1K
547399,567.6899999999999,84,48,£500-1K
547400,449.42,63,36,£200-500
547401,198.02,112,27,£100-200
547405,114.0,76,8,£100-200
547406,170.94,150,5,£100-200
547407,21.25,2,2,<£50
547411,33.9,2,2,<£50
547413,589.4,404,32,£500-1K
547414,216.95000000000002,87,12,£200-500
547415,25.5,2,1,<£50
547416,382.6,104,10,£200-500
547417,329.56,327,21,£200-500
547418,369.09000000000003,173,29,£200-500
547419,1649.58,1135,15,>£1K
547420,345.92,248,23,£200-500
547428,327.25,119,13,£200-500
547485,366.02,191,68,£200-500
547486,330.24,192,7,£200-500
547488,270.15,110,42,£200-500
547489,99.15,17,5,£50-100
547490,265.02,137,43,£200-500
547491,133.49,115,9,£100-200
547494,207.79999999999998,140,7,£200-500
547496,261.68,152,15,£200-500
547497,776.23,277,64,£500-1K
547498,201.48,126,92,£200-500
547500,524.8199999999999,414,18,£500-1K
547501,59.400000000000006,12,1,£50-100
547503,77.3,20,3,£50-100
547507,259.84,376,18,£200-500
547509,310.8,104,8,£200-500
547510,1251.48,826,49,>£1K
547511,285.58,126,16,£200-500
547512,584.5,150,2,£500-1K
547513,313.45,295,16,£200-500
547514,396.87,191,24,£200-500
547515,330.52,144,14,£200-500
547516,385.79999999999995,44,2,£200-500
547518,1320.0,800,6,>£1K
547519,320.0,1000,1,£200-500
547521,197.05,39,11,£100-200
547535,163.3,100,10,£100-200
547537,249.5,170,16,£200-500
547538,264.8,144,16,£200-500
547539,193.6,28,7,£100-200
547541,495.0,300,3,£200-500
547546,291.84000000000003,240,2,£200-500
547547,1254.42,277,149,>£1K
547548,202.22,163,55,£200-500
547549,283.03,129,16,£200-500
547550,335.72,144,6,£200-500
547551,501.09000000000003,69,42,£500-1K
547552,723.46,108,57,£500-1K
547553,36.4,21,12,<£50
547554,79.6,8,1,£50-100
547555,307.92,270,18,£200-500
547556,162.65,70,23,£100-200
547558,147.0,350,6,£100-200
547561,358.90000000000003,164,16,£200-500
547562,851.4000000000001,400,9,£500-1K
547563,227.32,238,16,£200-500
547564,441.81,315,11,£200-500
547565,333.0,212,12,£200-500
547567,442.47,253,26,£200-500
547568,775.85,301,42,£500-1K
547569,556.9399999999999,361,20,£500-1K
547570,137.35,85,8,£100-200
547571,432.3,182,19,£200-500
547572,251.21,143,15,£200-500
547573,157.16,100,8,£100-200
547576,95.75999999999999,48,5,£50-100
547577,513.84,288,9,£500-1K
547578,485.89,303,29,£200-500
547579,120.0,96,2,£100-200
547580,713.9499999999999,259,31,£500-1K
547583,562.3199999999999,444,12,£500-1K
547623,543.22,430,31,£500-1K
547639,154.95,93,8,£100-200
547644,418.18,140,15,£200-500
547647,232.9,190,14,£200-500
547648,37.5,18,2,<£50
547649,368.92,192,56,£200-500
547650,459.3,219,67,£200-500
547651,433.29,224,114,£200-500
547652,236.07,172,30,£200-500
547653,515.9,590,22,£500-1K
547654,73.77,27,21,£50-100
547655,418.18,140,15,£200-500
547656,217.56,149,73,£200-500
547657,401.3,186,17,£200-500
547658,357.53,228,76,£200-500
547662,150.34,66,19,£100-200
547663,628.28,261,76,£500-1K
547664,273.98,398,48,£200-500
547665,445.2,112,21,£200-500
547666,850.3100000000001,576,30,£500-1K
547667,483.3,440,30,£200-500
547668,131.41,95,9,£100-200
547669,163.46,126,28,£100-200
547670,380.39,83,40,£200-500
547671,62.379999999999995,41,3,£50-100
547672,264.24,348,28,£200-500
547674,187.2,88,11,£100-200
547686,310.40000000000003,210,18,£200-500
547687,356.3,222,19,£200-500
547688,137.4,52,2,£100-200
547689,166.75,55,25,£100-200
547690,335.32,262,23,£200-500
547691,364.84000000000003,228,12,£200-500
547694,40.5,30,3,<£50
547695,176.38,122,10,£100-200
547697,409.57,183,18,£200-500
547698,51.0,4,1,£50-100
547705,229.49,164,29,£200-500
547706,2278.8,1108,3,>£1K
547707,585.0,300,1,£500-1K
547708,11343.199999999999,4168,13,>£1K
547709,279.73,61,28,£200-500
547712,380.98,80,35,£200-500
547713,157.7,106,11,£100-200
547714,427.0,252,10,£200-500
547716,344.41,134,13,£200-500
547717,17.4,12,1,<£50
547718,57.599999999999994,24,1,£50-100
547719,307.5,146,8,£200-500
547720,420.6,84,19,£200-500
547721,256.78,230,19,£200-500
547723,15.85,3,2,<£50
547724,102.69999999999999,34,7,£100-200
547726,465.84000000000003,216,3,£200-500
547727,878.16,552,4,£500-1K
547728,146.88,96,2,£100-200
547729,366.18,344,63,£200-500
547730,349.51,220,51,£200-500
547762,83.14,46,5,£50-100
547772,231.77,81,58,£200-500
547785,878.02,323,74,£500-1K
547786,180.06,106,50,£100-200
547787,409.5,210,5,£200-500
547788,2526.98,431,177,>£1K
547792,9.9,2,1,<£50
547793,654.75,158,28,£500-1K
547794,207.21,220,27,£200-500
547795,171.8,40,19,£100-200
547799,708.66,502,21,£500-1K
547800,134.56,36,22,£100-200
547801,554.18,418,28,£500-1K
547803,227.70000000000002,175,17,£200-500
547804,6.8,8,1,<£50
547805,474.05,194,21,£200-500
547809,185.1,168,39,£100-200
547810,35.17,17,14,<£50
547811,194.92000000000002,215,17,£100-200
547812,5513.32,1336,4,>£1K
547814,295.0,1,1,£200-500
547816,25.25,9,9,<£50
547817,17.549999999999997,9,3,<£50
547818,76.2,33,11,£50-100
547819,94.19,42,13,£50-100
547820,141.72,156,6,£100-200
547826,197.94,100,21,£100-200
547828,354.65999999999997,242,9,£200-500
547829,410.53,241,20,£200-500
547830,1513.46,307,162,>£1K
547832,3962.06,2379,22,>£1K
547833,161.89,99,15,£100-200
547834,633.6,252,7,£500-1K
547835,485.45,51,5,£200-500
547837,266.55,119,14,£200-500
547839,649.78,280,20,£500-1K
547840,324.70000000000005,206,7,£200-500
547841,520.13,298,39,£500-1K
547842,343.03000000000003,168,12,£200-500
547843,51.0,20,1,£50-100
547844,388.9,38,4,£200-500
547845,121.95,57,4,£100-200
547846,194.05,103,11,£100-200
547850,311.57,216,62,£200-500
547860,549.68,382,95,£500-1K
547861,353.3,232,10,£200-500
547862,190.5,121,21,£100-200
547864,115.26,101,20,£100-200
547865,16.95,1,1,<£50
547866,197.89,181,14,£100-200
547867,609.95,322,90,£500-1K
547870,173.77,75,20,£100-200
547871,277.43,158,51,£200-500
547872,177.25,50,39,£100-200
547873,218.34,74,23,£200-500
547874,215.7,132,19,£200-500
547875,612.38,350,13,£500-1K
547876,254.0,38,11,£200-500
547877,165.82999999999998,41,20,£100-200
547878,131.3,170,3,£100-200
547879,83.16000000000001,60,5,£50-100
547880,251.56,106,34,£200-500
547881,192.34,67,32,£100-200
547883,307.76,184,17,£200-500
547884,665.28,471,43,£500-1K
547885,220.8,88,7,£200-500
547886,329.44,178,20,£200-500
547887,453.98,258,30,£200-500
547888,588.0,315,28,£500-1K
547890,223.9,100,6,£200-500
547891,302.21999999999997,401,19,£200-500
547893,191.25,23,5,£100-200
547894,277.8,160,9,£200-500
547895,113.14,42,24,£100-200
547896,246.61,119,60,£200-500
547898,374.7,108,14,£200-500
547900,148.8,72,8,£100-200
547901,219.76,1,1,£200-500
547902,121.25,44,19,£100-200
547903,407.09,245,36,£200-500
547906,215.07,129,70,£200-500
547907,88.2,38,5,£50-100
547909,179.73,117,34,£100-200
547910,458.87,402,118,£200-500
547911,137.6,36,9,£100-200
547912,174.8,60,14,£100-200
547918,1001.82,478,60,>£1K
547919,135.09,96,28,£100-200
547920,116.41,87,24,£100-200
547921,628.66,466,39,£500-1K
547922,183.9,54,10,£100-200
547923,82.55000000000001,23,4,£50-100
547924,369.01,257,22,£200-500
547935,240.35,44,8,£200-500
547936,56.05,23,12,£50-100
547937,239.95999999999998,130,39,£200-500
547938,433.9,244,23,£200-500
547939,127.5,10,1,£100-200
547940,460.23,187,23,£200-500
547941,1267.5,151,2,>£1K
547942,106.5,30,3,£100-200
547944,106.95,49,3,£100-200
547945,206.13,139,14,£200-500
547946,116.4,36,3,£100-200
547947,2188.5,1310,22,>£1K
547949,198.89999999999998,54,3,£100-200
547960,184.57,95,45,£100-200
547962,330.51,251,24,£200-500
547963,250.42000000000002,158,15,£200-500
547964,1460.08,368,172,>£1K
547965,63.42,58,4,£50-100
547967,1491.72,279,151,>£1K
547969,250.76,145,39,£200-500
547970,4.95,1,1,<£50
547971,119.55,75,36,£100-200
547985,413.7,196,19,£200-500
547986,169.05,79,10,£100-200
547987,444.52,436,29,£200-500
547990,263.58,94,16,£200-500
547991,30.0,24,1,<£50
548003,289.25,140,18,£200-500
548005,305.54,269,22,£200-500
548006,428.05,235,22,£200-500
548007,300.75,133,17,£200-500
548012,317.56,118,13,£200-500
548013,65.16000000000001,48,4,£50-100
548014,579.83,437,39,£500-1K
548016,35.04,36,2,<£50
548017,357.25,203,21,£200-500
548033,356.84000000000003,108,13,£200-500
548038,317.9,140,18,£200-500
548144,328.2,164,2,£200-500
548148,297.2,164,50,£200-500
548150,142.28,144,19,£100-200
548151,277.07,121,17,£200-500
548152,305.68,182,19,£200-500
548153,304.4,368,13,£200-500
548154,465.7,173,21,£200-500
548156,108.2,38,20,£100-200
548157,1518.0,920,14,>£1K
548158,341.93,92,28,£200-500
548159,69.4,16,4,£50-100
548160,1700.4,1340,53,>£1K
548162,4225.29,989,90,>£1K
548163,873.05,129,69,£500-1K
548164,638.23,85,52,£500-1K
548165,577.9300000000001,92,44,£500-1K
548166,668.51,91,51,£500-1K
548167,767.77,96,48,£500-1K
548168,489.28999999999996,65,35,£200-500
548169,2106.46,1250,29,>£1K
548170,280.85,111,9,£200-500
548171,963.01,1215,14,£500-1K
548172,328.15,253,13,£200-500
548176,283.71,242,54,£200-500
548177,272.76,52,4,£200-500
548178,504.61,321,27,£500-1K
548185,371.83000000000004,173,22,£200-500
548186,539.3,254,8,£500-1K
548188,243.81,174,52,£200-500
548189,141.41,163,11,£100-200
548190,258.18,42,3,£200-500
548191,1385.1299999999999,357,168,>£1K
548192,247.45000000000002,137,23,£200-500
548194,1536.03,404,165,>£1K
548196,118.55,63,8,£100-200
548197,113.30000000000001,48,8,£100-200
548198,351.01,133,52,£200-500
548199,287.04,222,20,£200-500
548202,346.6,370,9,£200-500
548203,21627.72,5964,139,>£1K
548204,209.29999999999998,14,1,£200-500
548208,314.1,224,18,£200-500
548210,338.40999999999997,132,40,£200-500
548213,475.69,433,33,£200-500
548214,266.2,204,17,£200-500
548215,355.12,198,19,£200-500
548216,91.8,36,1,£50-100
548217,81.6,32,1,£50-100
548218,301.48,214,16,£200-500
548219,13.77,5,3,<£50
548222,396.59999999999997,308,3,£200-500
548223,152.64000000000001,144,1,£100-200
548234,315.0,220,14,£200-500
548242,216.3,126,8,£200-500
548245,459.0,60,1,£200-500
548255,383.07,115,17,£200-500
548256,56.4,72,3,£50-100
548257,2161.32,1104,28,>£1K
548258,662.3,260,30,£500-1K
548259,244.13,236,28,£200-500
548260,176.21,48,21,£100-200
548267,180.38000000000002,58,3,£100-200
548276,481.2,416,18,£200-500
548289,631.06,426,43,£500-1K
548293,1012.6,628,10,>£1K
548308,417.75,204,64,£200-500
548309,242.55,463,76,£200-500
548310,212.36,79,24,£200-500
548311,183.0,92,12,£100-200
548312,384.45,144,48,£200-500
548313,465.37,212,51,£200-500
548314,127.78999999999999,77,9,£100-200
548315,303.32,60,7,£200-500
548316,238.79999999999998,24,1,£200-500
548317,270.26,250,18,£200-500
548318,453.05,121,6,£200-500
548319,245.2,38,15,£200-500
548321,46.2,4,2,<£50
548322,16.13,5,5,<£50
548323,193.5,386,9,£100-200
548324,1622.48,2048,11,>£1K
548325,313.5,386,15,£200-500
548326,189.84,168,8,£100-200
548327,297.17,187,68,£200-500
548329,611.94,488,14,£500-1K
548330,136.99,65,22,£100-200
548331,427.15000000000003,193,20,£200-500
548332,331.80000000000007,84,3,£200-500
548333,132.70000000000002,38,4,£100-200
548334,271.0,84,17,£200-500
548335,132.09,87,8,£100-200
548336,435.0,612,4,£200-500
548337,284.67,233,16,£200-500
548338,174.31,171,12,£100-200
548340,306.39,311,22,£200-500
548349,519.96,388,3,£500-1K
548351,850.82,502,24,£500-1K
548353,760.18,592,20,£500-1K
548354,600.0,376,13,£500-1K
548358,836.79,465,54,£500-1K
548359,493.92,696,3,£200-500
548361,310.87,211,20,£200-500
548367,1337.78,861,23,>£1K
548368,70.92,40,4,£50-100
548370,229.33,123,26,£200-500
548371,353.7,378,9,£200-500
548372,116.45,31,3,£100-200
548373,1959.6499999999999,452,216,>£1K
548384,28.049999999999997,13,8,<£50
548386,9.25,5,5,<£50
548388,457.42,458,56,£200-500
548390,7.5,2,2,<£50
548393,4.95,1,1,<£50
548400,632.8000000000001,285,58,£500-1K
548401,141.85,59,8,£100-200
548403,16.95,1,1,<£50
548404,1169.95,503,63,>£1K
548405,1015.83,355,55,>£1K
548406,872.56,500,11,£500-1K
548407,306.59999999999997,376,17,£200-500
548408,388.45000000000005,103,17,£200-500
548447,205.75,147,4,£200-500
548448,225.49,275,12,£200-500
548450,516.2900000000001,379,26,£500-1K
548451,543.6,785,65,£500-1K
548452,307.53,123,15,£200-500
548455,152.16,136,10,£100-200
548457,102.4,24,5,£100-200
548458,300.6,48,9,£200-500
548459,125.65,51,7,£100-200
548461,142.51,55,23,£100-200
548466,61.10000000000001,26,4,£50-100
548468,118.25,31,13,£100-200
548484,145.27,77,27,£100-200
548486,278.65,167,16,£200-500
548490,624.8,431,27,£500-1K
548491,375.34999999999997,906,8,£200-500
548492,213.0,115,37,£200-500
548493,840.38,314,10,£500-1K
548494,1182.0,520,4,>£1K
548497,1622.41,725,57,>£1K
548498,301.6,246,12,£200-500
548499,133.47,60,16,£100-200
548500,204.78,148,22,£200-500
548501,106.81,53,3,£100-200
548502,1607.8,418,58,>£1K
548504,1062.1599999999999,161,69,>£1K
548505,922.3399999999999,122,74,£500-1K
548506,3.9,2,2,<£50
548507,31.770000000000003,10,3,<£50
548509,296.2,64,5,£200-500
548510,216.12,255,34,£200-500
548511,276.94,86,27,£200-500
548512,136.6,40,15,£100-200
548514,1113.33,158,73,>£1K
548515,1.9500000000000002,3,1,<£50
548516,2234.58,653,195,>£1K
548520,320.17,431,19,£200-500
548521,652.52,626,41,£500-1K
548522,1705.13,387,147,>£1K
548529,490.99,217,24,£200-500
548530,11.8,4,2,<£50
548531,1170.0,216,5,>£1K
548533,980.41,457,46,£500-1K
548534,269.62,184,15,£200-500
548541,58.49,34,12,£50-100
548542,198.2,100,8,£100-200
548544,353.45,288,15,£200-500
548545,423.55,127,19,£200-500
548546,111.6,186,9,£100-200
548547,226.85,147,4,£200-500
548548,102.0,8,2,£100-200
548549,120.9,102,3,£100-200
548550,244.79,109,12,£200-500
548551,364.8,160,18,£200-500
548552,239.75,71,10,£200-500
548554,888.1999999999999,1420,19,£500-1K
548555,316.90000000000003,108,15,£200-500
548556,237.89999999999998,122,2,£200-500
548557,180.09,73,12,£100-200
548558,257.23,209,19,£200-500
548559,206.7,34,5,£200-500
548560,297.12,200,8,£200-500
548561,557.53,255,35,£500-1K
548563,125.63,47,17,£100-200
548565,413.88,228,13,£200-500
548566,127.30000000000001,110,6,£100-200
548567,270.1,87,26,£200-500
548568,283.21,30,12,£200-500
548604,53.72,16,16,£50-100
548608,151.5,62,9,£100-200
548610,292.85,101,35,£200-500
548611,386.22,210,16,£200-500
548612,645.91,392,127,£500-1K
548613,35.28,84,1,<£50
548614,183.46,107,37,£100-200
548616,307.59999999999997,328,15,£200-500
548617,337.51,333,18,£200-500
548618,216.75,124,12,£200-500
548619,9.959999999999999,12,1,<£50
548621,201.53,95,45,£200-500
548622,249.60000000000002,153,16,£200-500
548623,85.0,100,1,£50-100
548624,14.43,5,2,<£50
548627,1445.6000000000001,3080,5,>£1K
548629,355.20000000000005,192,1,£200-500
548630,355.20000000000005,192,1,£200-500
548631,117.4,77,13,£100-200
548632,417.95,109,24,£200-500
548633,915.84,864,1,£500-1K
548634,87.10000000000001,34,5,£50-100
548635,538.72,1432,2,£500-1K
548636,266.85,215,21,£200-500
548640,47.7,6,1,<£50
548641,577.2,312,1,£500-1K
548642,145.24,120,15,£100-200
548643,72.0,100,1,£50-100
548644,396.0,288,2,£200-500
548645,313.38,114,2,£200-500
548648,1534.3,909,75,>£1K
548649,210.0,100,1,£200-500
548650,490.4,368,24,£200-500
548651,444.75,65,7,£200-500
548652,135.0,108,5,£100-200
548653,10.4,4,3,<£50
548655,312.58,130,20,£200-500
548656,16.7,6,6,<£50
548657,8.8,2,2,<£50
548658,102.0,40,1,£100-200
548659,362.24,425,29,£200-500
548660,505.2,96,6,£500-1K
548663,863.54,118,68,£500-1K
548665,193.08,100,7,£100-200
548666,1317.8,693,89,>£1K
548668,37.4,4,2,<£50
548669,136.8,72,2,£100-200
548670,212.13,122,60,£200-500
548673,291.44,128,11,£200-500
548674,18.7,6,3,<£50
548686,785.5,553,24,£500-1K
548687,828.4,736,5,£500-1K
548692,9.9,2,1,<£50
548696,142.5,48,7,£100-200
548697,713.8,184,6,£500-1K
548698,259.6,86,29,£200-500
548699,24.65,12,6,<£50
548700,146.99,19,10,£100-200
548701,266.36,219,35,£200-500
548702,244.5,151,27,£200-500
548703,178.65,103,48,£100-200
548704,937.7099999999999,1897,7,£500-1K
548705,189.12,444,3,£100-200
548706,231.3,106,4,£200-500
548707,127.84,30,17,£100-200
548708,704.6,515,95,£500-1K
548709,280.56,364,12,£200-500
548710,282.6,188,17,£200-500
548711,201.01,113,91,£200-500
548712,687.13,367,70,£500-1K
548714,467.3,264,157,£200-500
548715,583.79,407,68,£500-1K
548716,273.14,162,16,£200-500
548720,1.25,1,1,<£50
548726,367.74,146,12,£200-500
548728,903.01,835,67,£500-1K
548730,475.5,234,7,£200-500
